"序號","統一編號","公司名稱","公司所在地","代表人","資本額","核准變更日期"
"8462","83085010","大圓鏡藝術有限公司","臺北市大同區甘谷街26號5樓","杜柏賢","10000000","1100503"
"8463","83085089","得意佳廣告有限公司","臺北市大安區通化里光復南路612號4樓之1","蘇同福","5000000","1100513"
"8464","83085721","和冶國際建築開發有限公司","新竹縣關西鎮光復路91號1樓","羅傑","2000000","1100517"
"8465","83086405","一念實業有限公司","臺中市豐原區豐原里三民路12號12樓之1","林克勵","300000","1100526"
"8466","83086860","禾好貿易股份有限公司","臺中市北屯區三和里東山路一段50巷62號","洪綺霞","500000","1100518"
"8467","83086897","兆鼎生醫股份有限公司","臺中市梧棲區草湳里永興路二段378巷35號2樓","許以初","21050000","1100519"
"8468","83087404","綠昉室內裝修有限公司","臺中市西屯區內江街5號1樓","鄧美雪","2000000","1100525"
"8469","83088826","弦華科技企業有限公司","高雄市鳳山區南江街153巷14號1樓","李驊融","4000000","1100524"
"8470","83088895","于鑫企業有限公司","高雄市新興區自立二路150號5樓之4","潘又鈞","2100000","1100510"
"8471","83088993","同力開發股份有限公司","高雄市林園區海墘路21巷6號3樓","蘇洺賢","5000000","1100517"
"8472","83089212","台鋼能源股份有限公司","高雄市苓雅區中華四路47號7樓之2","孫正強","50000000","1100527"
"8473","83089775","阿洛薩實業有限公司","高雄市左營區明誠二路539號1樓","王昀潔","2500000","1100504"
"8474","83090225","冠均企業有限公司","臺北市大安區羅斯福路3段29號6樓","馮彥鈞","200000","1100520"
"8475","83090421","永祥發有限公司","高雄市前鎮區漁港東二路58巷23號","楊狄清","500000","1100524"
"8476","83090484","謙勝行銷股份有限公司","臺北市大同區承德路1段46號3樓","陳文謙","1800000","1100512"
"8477","83090533","福客居家有限公司","臺北市大安區光復南路612號4樓之1","蘇同福","5000000","1100513"
"8478","83090554","超湛股份有限公司","臺北市松山區南京東路5段50號3樓之1","林咏震","5000000","1100531"
"8479","83091152","昌鴻建設有限公司","臺中市大甲區中山路一段971之1號1樓","黃博鴻","25000000","1100518"
"8480","83091553","春樹商旅股份有限公司","臺中市西區吉龍里五權五街151號7樓之6","王恒偉","6300000","1100511"
"8481","83092125","曜鼎餐飲股份有限公司","臺中市潭子區雅豐街76巷29弄27之1號1樓","張凱倫","3500000","1100503"
"8482","83092151","定國翰翔成鋁門窗有限公司","臺中市神岡區中山路1028號1樓","張欣紜","100000","1100510"
"8483","83092722","飛天航太科技股份有限公司","桃園市龜山區文七一街47號3樓","蔡咏鍀","6000000","1100517"
"8484","83092912","上品鮮有限公司","新北市中和區民治街3巷4號","蕭自強","1500000","1100528"
"8485","83092928","珍好國際有限公司","新北市中和區建八路139巷2號","吳世偉","1500000","1100527"
"8486","83093150","勵鏵餐飲有限公司","新北市蘆洲區光華路113號(1樓)","張志豪","500000","1100510"
"8487","83093264","醫創生物科技股份有限公司","新竹縣竹北市鹿場里成功十二街20號6樓","林淑玲","20000000","1100507"
"8488","83093551","龍傑創農科技股份有限公司","臺東縣臺東市自強里咸陽街121巷47號1樓","鍾傑丞","400000","1100525"
"8489","83094572","珵奕建設有限公司","苗栗縣頭份市成功里8鄰山下街113巷54弄7號1樓","王奕瑄","15000000","1100513"
"8490","83095024","藍星工程有限公司","新竹縣竹北市中華路405巷11弄15號5樓","陳敬諠","500000","1100510"
"8491","83095410","一間文創事業有限公司","臺北市中山區民權東路2段152巷6弄1號","劉怡雯","1000000","1100519"
"8492","83095761","秒創易科技股份有限公司","臺北市中正區館前路20號5樓","劉育翔","1000000","1100520"
"8493","83096451","歐地酒窖有限公司","臺中市西屯區文心路二段95號3樓之5","王琦瑲","2000000","1100510"
"8494","83096635","立捷管理顧問股份有限公司","臺中市西區臺灣大道二段285號20樓","黃千真","350000","1100504"
"8495","83096712","宇鎮航空科技有限公司","臺中市南區南門里國光路365巷38號5樓之6","李志明","500000","1100517"
"8496","83096993","毅通國際有限公司","臺中市南屯區惠中里文心路一段324號11樓之1","陳偉偉","500000","1100503"
"8497","83097326","野甜屋有限公司","臺中市西屯區臺灣大道三段486號1樓","張琦惠","600000","1100513"
"8498","83097748","潔之源實業有限公司","桃園市桃園區中平里中平路77巷20號10樓之4","陳榕廷","100000","1100524"
"8499","83098182","澳台國際投資股份有限公司","新北市新店區寶強路16號12樓","吳進昌","200000000","1100507"
"8500","83098330","暢晉有限公司","新北市三重區仁愛街614號2樓","張哲瑋","1000000","1100507"
"8501","83098991","怪獸食品有限公司","新北市新店區建安街21號4樓","簡菱志","2200000","1100511"
"8502","83099507","力源國際實業股份有限公司","新北市板橋區和平路14巷3號","陳國忠","200000000","1100527"
"8503","83099529","卓悅健康事業股份有限公司","新北市中和區中正路909號10樓","游珮瑜","15000000","1100507"
"8504","83100899","洛克半導體材料股份有限公司","新竹市東區埔頂里公道五路二段120號13樓之5","李育珊","3157900","1100512"
"8505","83101588","五營工程有限公司","桃園市桃園區成功里園一街51號","楊智崴","6000000","1100510"
"8506","83101807","傑勝電子有限公司","新北市板橋區幸福路70巷11號(1樓)","張勝傑","3000000","1100505"
"8507","83101953","信福開發建設有限公司","桃園市觀音區草新里四維路100號(1樓)","許楊錦","5000000","1100526"
"8508","83102257","康柏視科技有限公司","桃園市桃園區大興西路二段61號7樓","廖虎超","2000000","1100518"
"8509","83103376","三鑫住友股份有限公司","臺南市永康區西灣里大安街329號1樓","林文傑","2000000","1100512"
"8510","83103381","高音符國際有限公司","臺南市中西區民生路一段167號3樓","曾凡訓","10000","1100512"
"8511","83105120","上久水產有限公司","高雄市前鎮區永豐路240號","劉鎮瑜","1500000","1100511"
"8512","83105557","天晴企業有限公司","高雄市左營區文天路186號13樓之1","王建鈞","500000","1100527"
"8513","83105579","百萱茶事有限公司","高雄市左營區裕誠路243號","江敏珠","2100000","1100526"
"8514","83105753","歐固富能源控股股份有限公司","高雄市仁武區鳳仁路294號","姚宥辰","100000","1100503"
"8515","83106520","隆來發有限公司","臺北市大安區忠孝東路4段101巷10之2號","關漢山","1000000","1100527"
"8516","83107112","台灣芙蓉總合租賃股份有限公司","臺北市大同區南京西路41號8樓之8","高田桂治","70000000","1100521"
"8517","83107324","浩登智能科技有限公司","臺北市中山區松江路67號3樓","李開平","3000000","1100517"
"8518","83109224","曉兔科技有限公司","新北市中和區中山路2段261號11樓","莊培育","3000000","1100514"
"8519","83109553","圳達資產股份有限公司","新北市新莊區建國二路65號","黃秋輝","1000000","1100505"
"8520","83109934","富宥家不動產有限公司","桃園市桃園區同德里南平路429號(1樓)","梁志名","1000000","1100505"
"8521","83110340","安達資產管理顧問有限公司","桃園市中壢區永光里民權路三段15巷8號(1樓)","周明雄","1050000","1100527"
"8522","83110382","海創科技顧問有限公司","桃園市桃園區大興里寶山街372號","周炳桓","3000000","1100524"
"8523","83110572","柒樓國際有限公司","桃園市八德區瑞發里金鎰街17巷7號","陳宇喬","200000","1100521"
"8524","83110643","逢霖顧問有限公司","桃園市桃園區泰山里復興路441巷19號(1樓)","鄧志德","207000","1100511"
"8525","83110881","宏昇機械有限公司","桃園市大園區橫峰里中山南路二段638號（1樓）","辜彥傑","1000000","1100507"
"8526","83111729","香港商心創科技有限公司","新竹縣竹北市文興路一段370號6樓之2","訾振亞","100000","1100506"
"8527","83112430","青松能源有限公司","彰化縣福興鄉福南村沿海路四段770巷24號1樓","王駿樺","5500000","1100526"
"8528","83112635","思瑞投資股份有限公司","彰化縣員林市南平里新生路325巷8號12樓","江彩鳳","300600000","1100527"
"8529","83112972","宏祈有限公司","臺中市南屯區大墩路69號1樓","謝承霖","50000","1100510"
"8530","83113613","家悅空間規劃宅修有限公司","屏東縣屏東市北勢里中正路293號","廖淑婷","100000","1100510"
"8531","83114459","和鯨建設開發有限公司","臺中市大肚區瑞井里遊園路一段62巷4號1樓","吳國忠","1000000","1100524"
"8532","83115181","震謙企業有限公司","新北市淡水區下圭柔山76之1號","沈姵媚","1400000","1100527"
"8533","83115226","堡堂有限公司","新北市新莊區後港一路179號12樓之5","吳宜諦","600000","1100510"
"8534","83115268","金星婚禮科技有限公司","新北市永和區中山路1段40號","周品樺","5500000","1100511"
"8535","83118292","程茗文創股份有限公司","臺北市中山區長安東路2段162號7樓","劉沅霖","200000","1100507"
"8536","83119314","穡楹股份有限公司","臺北市信義區松仁路89號12樓","羅惠真","100000","1100513"
"8537","83120327","慧靚股份有限公司","臺中市北區新興里太平路17之2號","廖安宥","10000000","1100518"
"8538","83120419","優倍勢台灣股份有限公司","臺北市信義區基隆路1段163號14樓","李書琴","500000","1100517"
"8539","83120522","鴻品菓子有限公司","臺中市豐原區圓環北路二段399號","張育睿","6000000","1100513"
"8540","83120760","五光拾惜家品有限公司","新北市林口區文化三路1段370之1號(1樓)","YUEN HOK YING","6000000","1100504"
"8541","83120889","昆達有限公司","臺中市新社區協成里興隆街74號1樓","吳宏德","16000000","1100517"
"8542","83121705","技高一籌科技有限公司","臺中市沙鹿區竹林里光華路519號2樓","林佩詩","100000","1100505"
"8543","83121846","新富邑國際有限公司","臺中市西區臺灣大道二段2號18樓之1","張世宗","200000","1100517"
"8544","83121971","晟澤股份有限公司","彰化縣彰化市下廍里彰泰一街100之1號1樓","唐文樹","15000000","1100512"
"8545","83122633","綺彤有限公司","臺北市南港區玉成街14之15號","陳永展","50000","1100504"
"8546","83122726","羽福有限公司","臺北市中山區農安街9之3號1樓","張宏銘","100000","1100521"
"8547","83122991","源捷投資股份有限公司","臺北市南港區園區街3之2號9樓","王君弘","11945500","1100503"
"8548","83123865","夢羽智能科技股份有限公司","新北市新莊區西盛街257巷1號","陳玉㨗","1500000","1100506"
"8549","83124787","翔狄企業有限公司","臺中市北區西屯路一段226之5號","林宬翔","250000","1100518"
"8550","83125168","鵬揚建設有限公司","臺中市神岡區民生路67巷12號1樓","林幕慰","3000000","1100504"
"8551","83125272","可麗亞餐飲事業有限公司","臺中市西區吉龍里五權七街62號5樓之2","陳姵妤","100000","1100517"
"8552","83125569","翔宇冷氣空調有限公司","臺中市大里區立德里立仁路200之4號1樓","李哲宇","200000","1100531"
"8553","83125982","荷雅實業有限公司","臺中市南屯區惠中里大墩十二街311號14樓之4","林文順","600000","1100505"
"8554","83126504","匯勝汽車股份有限公司","臺南市永康區中正北路306號","蔡奇峯","350000000","1100524"
"8555","83126568","日捷股份有限公司","臺南市永康區中正南路242巷4弄9號","廖秋萍","4000000","1100503"
"8556","83129050","實懿室內裝修工程有限公司","新竹市香山區延平路二段401巷21號","黃百源","2000000","1100504"
"8557","83129093","滿合工程投資股份有限公司","澎湖縣馬公市西文里西文澳97-77號1樓","陳文貴","23500000","1100521"
"8558","83129185","元山能源有限公司","嘉義縣民雄鄉福樂村埤角75之169號一樓","邱文元","2000000","1100510"
"8559","83129299","星果綠色科技股份有限公司","花蓮縣花蓮市民享里球崙一路215巷2號1樓","鄭宇格","8500000","1100514"
"8560","83129848","盛丰豪國際有限公司","臺中市北區三民路三段148之3號","龔應豐","200000","1100505"
"8561","83130486","天山開發建設有限公司","臺中市大安區福興里興安路177巷38號1樓","吳道貴","25000000","1100504"
"8562","83131605","立贊水產有限公司","臺中市北屯區平和里瀋陽路一段87號1樓","林易龍","900000","1100506"
"8563","83131719","新居城科技管理顧問有限公司","臺中市北屯區平德里文心路四段288號5樓之10","","500000","1100507"
"8564","83132560","富凱綠電股份有限公司","彰化縣芳苑鄉王功村漁港六路38號1樓","林濟民","1000000","1100521"
"8565","83132983","清旭有限公司","臺南市安平區億載里5鄰光州七街78號1樓","余建緯","500000","1100513"
"8566","83133420","森凱室內裝潢工程有限公司","臺南市北區大港里中華北路一段263巷43-1號1樓","劉凱智","300000","1100504"
"8567","83133701","晉瑋工程企業有限公司","臺南市永康區西灣里永華路306號","郭晉汝","2000000","1100518"
"8568","83133809","力致工程有限公司","臺南市新市區大社里大社386之6號1樓","","500000","1100505"
"8569","83134027","敏康生技有限公司","臺南市永康區永康里永福街11巷18號1樓","李瑞珠","500000","1100504"
"8570","83134639","家勤開發建設有限公司","臺南市東區大同路一段173號8樓","顏小彭","3000000","1100520"
"8571","83135497","台灣簡報認證股份有限公司","臺中市西屯區西屯路三段159之17號15樓之2","王永福","2000000","1100525"
"8572","83135882","煜閣有限公司","臺中市西區華美西街一段28號1樓","黄書煜","800000","1100520"
"8573","83136003","心悅建設有限公司","臺中市北屯區青島路四段234巷8號2樓","許宏安","600000","1100513"
"8574","83136496","恒翌精機股份有限公司","彰化縣北斗鎮大道里文苑路二段360-26號","沈淑玉","6000000","1100507"
"8575","83136518","雄晟股份有限公司","新竹市武陵路2號4樓之3","曾琦越","36000000","1100514"
"8576","83137397","澳仕有限公司","桃園市桃園區萬壽里復興路41號(1樓)","張柏凱","200000","1100524"
"8577","83138255","法蘭摩沙股份有限公司","臺北市大同區甘谷街26號5樓","左律克","165000000","1100506"
"8578","83138918","一二一二國際有限公司","臺北市南港區昆陽街156號5樓","","2270000","1100519"
"8579","83139260","天方城市能源股份有限公司","屏東縣東港鎮中興里光復路三段130號3樓之1","甘正智","63000000","1100524"
"8580","83139439","彬原江國際股份有限公司","臺北市中山區中山北路1段27號13樓","江明清","990000","1100507"
"8581","83139472","佳新網路科技有限公司","臺北市松山區民權東路3段181號8樓","李芷芸","1000000","1100511"
"8582","83139655","台日盛有限公司","臺南市新化區中正路384號2樓","洪致緯","10000000","1100527"
"8583","83139748","舂煬餐飲有限公司","臺南市安平區怡平里建平十七街157號之1","林玟伶","1000000","1100524"
"8584","83139819","帝國科技控股股份有限公司","臺北市中山區民生東路1段25號3樓之10","羅彥喆","2000000","1100503"
"8585","83141738","秒秒聚商股份有限公司","臺中市西區民龍里臺灣大道二段239號13樓","周辰蘊","1000000","1100514"
"8586","83142271","立思國際行銷有限公司","臺北市中山區建國北路3段94號4樓","謝宇庭","1000000","1100517"
"8587","83142504","有順交通有限公司","高雄市仁武區八德東路582之1號","李坤昌","3200000","1100521"
"8588","83142645","手億食品國際股份有限公司","臺北市大安區光復南路290巷32號、34號","李鴻敬","8000000","1100531"
"8589","83143243","傲狄數位有限公司","臺北市中山區長安東路1段16號12樓之1","李宜純","500000","1100505"
"8590","83143378","平正有限公司","桃園市中壢區後寮里龍興路608號","嚴海雲","6000000","1100527"
"8591","83143638","利基成建設股份有限公司","臺北市萬華區艋舺大道275巷22號","施錦成","35000000","1100528"
"8592","83144138","冠冕生活股份有限公司","臺北市中山區龍江路377巷20號","林淑萍","1500000","1100518"
"8593","83144691","悅之堯貿易有限公司","桃園市中壢區內厝里內厝八路189巷112弄68號1樓","馬麗芳","6000000","1100525"
"8594","83145278","米妮國際股份有限公司","新北市蘆洲區得勝街179號","陳意慈","2000000","1100513"
"8595","83145306","圓聖有限公司","新北市土城區中央路3段184巷1之2號","鄭勝昶","1000000","1100503"
"8596","83145761","傳統複合企業有限公司","桃園市中壢區明德路60號(5樓)","吳凱駖","5500000","1100519"
"8597","83145853","柏富科技有限公司","新北市新莊區福美街187號12樓","盧柏瑋","600100","1100503"
"8598","83146369","就是冰國際有限公司","新北市樹林區保安街2段351巷1號","邱美伶","200000","1100503"
"8599","83146683","媽祖風帆股份有限公司","新北市新莊區新北大道4段175號7樓","楊鳳芝","1000000","1100506"
"8600","83148423","富茂營造有限公司","南投縣埔里鎮杷城里民有二街21號一樓","巫鷹駿","3600000","1100510"
"8601","83149035","霖亞汽車有限公司","宜蘭縣宜蘭市凱旋里環市東路一段170號","余彥霖","5000000","1100513"
"8602","83149078","星擊投資股份有限公司","新竹市東區埔頂里慈雲路118號17樓之1","林禹辰","20000000","1100510"
"8603","83149773","明景興業股份有限公司","臺中市西屯區西墩里上墩路375號1樓","石明秀","50000000","1100525"
"8604","83151123","一零一美妝實業有限公司","臺中市南屯區文心南二路429號壹樓","柳源興","5000000","1100526"
"8605","83151806","俊益投資股份有限公司","臺中市西屯區市政北一路359號6樓","陳美秀","5000000","1100519"
"8606","83151995","原動科技有限公司","臺中市西屯區市政北一路359號6樓","","500000","1100506"
"8607","83152191","鉑鎂鋼模有限公司","新北市蘆洲區國道路2段105號(1樓)","陳開瑜","3000000","1100528"
"8608","83154043","永智地產有限公司","高雄市新興區八德一路332號12樓","陳信宏","5000000","1100505"
"8609","83154249","名智投資股份有限公司","高雄市前金區中正四路211號7樓之6","孫啓智","45000000","1100518"
"8610","83154310","名發投資股份有限公司","高雄市前金區中正四路211號7樓之6","孫啓發","12000000","1100525"
"8611","83154819","鼎立發實業股份有限公司","臺北市內湖區安康路28號8樓","張立奇","10000","1100528"
"8612","83155937","犇祿東進股份有限公司","臺北市松山區南京東路5段188號7樓之11","戴偉衡","2000000","1100524"
"8613","83156909","玥瑄國際欣業有限公司","臺北市大同區承德路1段46號3樓","黃允玥","1000000","1100507"
"8614","83156942","信初股份有限公司","臺北市內湖區成功路4段155號","吳婕如","1000000","1100517"
"8615","83157581","宇道投資股份有限公司","南投縣南投市內興里中興路229-34號1樓","簡森垣","861973310","1100520"
"8616","83157822","見晴空間設計有限公司","新竹縣竹北市中興里復興一街173號1樓","鄭陳阿彩","800000","1100514"
"8617","83159504","星展租賃有限公司","新北市板橋區縣民大道3段41號2樓","張榮昇","2100000","1100521"
"8618","83159526","湯普升有限公司","新北市蘆洲區信義路170號","鄭勻凱","1000000","1100525"
"8619","83159552","今誠企業有限公司","新北市樹林區中山路3段267號","羅建鈞","1000000","1100527"
"8620","83160262","冠霖生活股份有限公司","新北市板橋區文化路1段145號6樓之5","黃睿昌","5000000","1100528"
"8621","83160707","治富食品股份有限公司","新北市土城區中華路1段56巷13號","黃治豪","25000000","1100511"
"8622","83162162","大步空間設計有限公司","臺南市中西區永華里忠義路二段54號5樓之1","林俊宏","500000","1100520"
"8623","83162304","泓玉投資有限公司","臺南市永康區中山路37號","黃楚玉","8000000","1100525"
"8624","83162347","崇太股份有限公司","臺南市中西區小西門里永福路一段189號8樓","CHANG JOSHUA HSIUNG CHUN","1200000","1100518"
"8625","83162487","天暢國際貿易有限公司","臺南市永康區東橋里中山南路195巷32之7號7樓之2","許雅鈞","1000000","1100513"
"8626","83162493","驊驛文化有限公司","臺南市安南區新宅五街266巷10號1樓","黃裕霖","1000000","1100518"
"8627","83162711","締翰工業有限公司","臺南市安南區原佃里本原街一段47-5號1樓","黃雋哲","2000000","1100507"
"8628","83162851","金石國際文教有限公司","臺南市東區東門路二段290號3樓","吳燕華","12000000","1100510"
"8629","83162867","柏邦科技企業有限公司","臺南市新市區大營里豐榮189之92號","劉興豐","1100000","1100510"
"8630","83163253","上金股份有限公司","桃園市蘆竹區安中街5號","洪健雄","17000000","1100525"
"8631","83165920","毅立媒體有限公司","臺北市信義區市民大道6段250號9樓","潘則羽","100000","1100503"
"8632","83166651","台灣環風控股股份有限公司","臺北市內湖區基湖路1號4樓之1","趙書閔","13000000","1100531"
"8633","83168004","鈦智實業有限公司","新北市三芝區淺水灣街7之3號10樓","林正中","300000","1100521"
"8634","83168068","展飛股份有限公司","新北市汐止區新台五路1段99號7樓","林慧娟","15000000","1100511"
"8635","83168757","亞舍裝潢工程有限公司","臺北市大安區忠孝東路4段148號8樓之5","林品瑜","1000000","1100531"
"8636","83168975","登峰醫藥生技有限公司","新北市新店區中正路154巷7號（1樓）","何嘉雯","6000000","1100514"
"8637","83169123","拾肆伴餐飲有限公司","新北市新莊區建安街62巷1弄11號3樓","楊家豪","1000000","1100510"
"8638","83169685","開源精密工業股份有限公司","桃園市平鎮區建安里金陵路四段475號","林銘福","5000000","1100520"
"8639","83169995","酉正有限公司","臺北市中山區復興北路166號5樓","楊至喬","1000000","1100524"
"8640","83170135","好趙電影有限公司","臺北市大安區復興南路2段237號8樓之15","趙維杰","1300000","1100517"
"8641","83170769","天機國際有限公司","臺北市大安區忠孝東路4段290號10樓","吳柏勲","4000000","1100510"
"8642","83171303","雲硯廣告行銷有限公司","臺北市士林區中山北路7段141巷5號1樓","温昶騰","3100000","1100506"
"8643","83171612","斑圓有限公司","臺北市大同區甘谷街26號5樓","曾志新","400000","1100512"
"8644","83175032","秝晴國際有限公司","臺北市大同區甘谷街26號5樓","詹秝錞","2000000","1100511"
"8645","83175271","嘉洋堂投資股份有限公司","新北市汐止區新台五路1段79號18樓之13","王東章","163868500","1100521"
"8646","83175716","田舍有限公司","新北市汐止區中興路230號5樓","孫翰豪","1060000","1100514"
"8647","83176124","允道投資股份有限公司","新北市板橋區民權路282號(1樓)","劉冠德","750000","1100507"
"8648","83176481","朗森科技股份有限公司","新北市板橋區東門街30之2號6樓之1","林英明","10000000","1100503"
"8649","83176686","相榮國際有限公司","臺北市大同區民權西路205號8樓之1","吳孟柔","500000","1100517"
"8650","83177073","仁仁娛樂國際股份有限公司","新北市板橋區莊敬路129巷8號2樓","陳柏蓉","5000000","1100518"
"8651","83177171","橘村美甲美睫股份有限公司","臺北市大安區復興南路2段35號10樓","邱思頻","2000000","1100514"
"8652","83177221","綠來新纖股份有限公司","臺北市信義區光復南路505號10樓之8","陳來助","1000000","1100512"
"8653","83177643","立達大展再生能源股份有限公司","臺北市中正區寧波東街1號7樓","Hng Bok San","5000000","1100510"
"8654","83178333","宏碁遊戲股份有限公司","臺北市松山區復興北路369號7樓之5","高樹國","10000000","1100506"
"8655","83178755","學力創意股份有限公司","臺北市大安區信義路4段55號2樓之1","李奕欣","7000000","1100517"
"8656","83179179","火鳥行銷股份有限公司","臺北市萬華區西園路2段96巷24號","劉睿杰","100000","1100504"
"8657","83180062","市管家管理顧問股份有限公司","臺中市大甲區幸福里黎明路2之151號2樓","高夢瑤","1000000","1100518"
"8658","83180464","植茁科技股份有限公司","臺中市西屯區西平里西安街130巷7弄6號","蘇瑞泉","10000000","1100503"
"8659","83180577","漾鎂企業有限公司","臺中市西屯區惠來里文心路二段201號17樓之3","游斯麟","120000000","1100519"
"8660","83181371","維心有限公司","臺中市大雅區二和里雅潭路4段422號2樓","李育真","1000000","1100504"
"8661","83181386","辰仕有限公司","臺中市南屯區溝墘里大業路241號3樓之1","程耀儒","27000000","1100518"
"8662","83181745","嘉印科技股份有限公司","臺中市南屯區文山里精科八路38號1樓","吳冠男","500000","1100513"
"8663","83182596","躍宸精密科技有限公司","臺北市大安區忠孝東路4段221號10樓","黃尚瑋","2000000","1100512"
"8664","83183217","紅擎設計有限公司","新北市三重區新北大道1段123號11樓","江柏凱","500000","1100507"
"8665","83183482","豪棒棒茶飲股份有限公司","臺北市中山區中山北路2段77之5號1樓","張榮葦","2800000","1100506"
"8666","83183814","傑生香港科技有限公司","桃園市桃園區中平路97號4樓","何偉權","6000000","1100525"
"8667","83183878","永晟國際貿易物流有限公司","臺北市中山區南京東路2段20號11摟之5","黃倩芳","7500000","1100517"
"8668","83184638","利美租賃有限公司","臺中市北區淡溝里英才路396號4樓之2","劉慧美","8000000","1100511"
"8669","83184784","亞洲奇蹟股份有限公司","臺北市大安區新生南路1段155號3樓","賴怡妡","7500000","1100526"
"8670","83185094","廣澤玉石有限公司","臺中市西區公益里中美街299巷19號4樓","楊喻翔","100000","1100517"
"8671","83185215","喬發機械有限公司","臺中市太平區太平里永豐路108巷12弄7號1樓","張俊賢","5000000","1100520"
"8672","83185720","逍遙有限公司","臺中市北區文莊里中清路一段89號7樓之1","鄭嘉麗","6000000","1100517"
"8673","83185849","統鈺國際貿易有限公司","臺中市烏日區環中路八段79號2樓","陳諭儀","300000","1100510"
"8674","83186143","善植企業有限公司","臺中市豐原區西勢里圓環南路1巷14號","鄭棋翔","1000000","1100518"
"8675","83186609","康興能源有限公司","臺中市霧峰區民生路220號2樓","楊采頤","1000000","1100517"
"8676","83186615","威士車業有限公司","臺中市北屯區平德里梅川東路四段25號12樓","連浿淳","1000000","1100525"
"8677","83186761","伊澄思實業有限公司","臺中市大里區景庄街202巷31弄11號","張育瑄","1000000","1100511"
"8678","83187184","歐新力奇實業有限公司","臺南市南區大成里興昌路3號","歐日益","9000000","1100519"
"8679","83187327","友禾生醫有限公司","臺南市安南區理想里理想里同安路66號1樓","吳禾中","1000000","1100510"
"8680","83187451","展頤國際股份有限公司","臺南市安平區平通里慶平路539號17樓之16","蔡明宏","4500000","1100511"
"8681","83187635","政禾能源科技有限公司","臺南市歸仁區保大路一段152巷180弄30號","林俊榮","1000000","1100510"
"8682","83187966","科俋資訊股份有限公司","臺南市安平區建平里建平十三街19號2樓","易秀錦","1000000","1100506"
"8683","83188178","兆宗有限公司","臺南市中西區民生路一段167號3樓","黃愛圓","8000000","1100518"
"8684","83189628","台灣露西德科技股份有限公司","臺北市信義區信義路5段150巷2號8樓之7","HAN XIONG JIN","11648479","1100517"
"8685","83189964","銀峰數位科技有限公司","新北市三重區重新路2段46之8號3樓","劉秋德","5000000","1100525"
"8686","83189970","星曄綠能股份有限公司","臺北市內湖區瑞光路480號12樓","葉建元","240000000","1100513"
"8687","83190152","易學科技股份有限公司","臺北市士林區文林路342號7樓","蔡幸君","8100000","1100507"
"8688","83190596","新遠企有限公司","臺北市大安區四維路170巷2號1樓","彭思淵","450000","1100517"
"8689","83190646","聯昇國際管理顧問有限公司","臺北市中山區南京東路2段160號6樓","蔡易憲","36000000","1100531"
"8690","83190738","優力方有限公司","臺北市萬華區成都路81號7樓之12","林煜傑","1000000","1100507"
"8691","83191700","尊青行銷有限公司","高雄市楠梓區朝新路88號之1","李俊毅","3100000","1100519"
"8692","83192139","新鋼配管材料有限公司","高雄市三民區九如二路255之3號13樓","張晉智","10000000","1100520"
"8693","83192449","以馬內利資產有限公司","高雄市大社區翠屏路84巷15號3樓","杜淑珍","3000000","1100504"
"8694","83193545","昕鈺企業有限公司","高雄市仁武區仁勇路75號","潘子羚","200000","1100511"
"8695","83193904","崧本房地開發有限公司","高雄市鳳山區三誠路65號13樓","郭聖斌","1000000","1100519"
"8696","83193989","跨界創新有限公司","臺北市大安區忠孝東路4段320號2樓","陳淑芳","2000000","1100513"
"8697","83194039","勝利方程式股份有限公司","臺北市中正區懷寧街92之1號3樓","陳宏道","300000","1100520"
"8698","83194045","乂網科技股份有限公司","臺北市松山區敦化北路207號9樓之2","LYNCH Stephen Joseph Chor左提芬","6000000","1100512"
"8699","83194684","銳思碳管理顧問股份有限公司","臺北市松山區敦化南路1段7號2樓之1","胡艾苓","2000000","1100504"
"8700","83195305","埼鑫科技有限公司","新北市新莊區中央路718號9樓","夏堃植","3300000","1100514"
"8701","83195699","好思行銷股份有限公司","臺北市大安區安和路2段92號地下","許祐豪","500000","1100518"
"8702","83196607","台泥儲能科技股份有限公司","臺北市中山區中山北路2段113號11樓","張安平","6000000","1100506"
"8703","83197319","新財運資產有限公司","臺北市大安區羅斯福路3段29號6樓","張念蓉","1100000","1100514"
"8704","83197438","元啓科技工程有限公司","桃園市桃園區中山路941之3號（1樓）","陳證皓","1000000","1100505"
"8705","83197471","良人室內裝修有限公司","桃園市桃園區中山路443巷9號","張晏鐘","1000000","1100504"
"8706","83198437","杏康安生醫科技股份有限公司","桃園市楊梅區中山北路一段199巷17號5樓、17之1號5樓","林佑昌","5000000","1100504"
"8707","83198942","熊好購股份有限公司","桃園市龜山區新路里中興路424號","羅志強","4500000","1100524"
"8708","83199864","理心投資股份有限公司","臺北市大安區信義路4段306號5樓之1","池美娜","200000","1100506"
"8709","83200166","璽元豐股份有限公司","臺北市中山區長安東路2段162號7樓","莊嘉元","100000","1100511"
"8710","83201123","高映數位創意股份有限公司","臺北市松山區南京東路4段95號6樓之2","陳秉嘉","5000000","1100512"
"8711","83201658","肝安捏設計有限公司","新北市泰山區南泰路1之1號","","1000","1100531"
"8712","83201720","合盛興開發有限公司","臺北市中山區南京東路1段25號6樓之3","詹宜學","200000","1100520"
"8713","83201799","欣鉅興科技股份有限公司","新北市三峽區介壽路1段412巷19號4樓","顏立盛","20000000","1100511"
